lat,lon,n,r_plant_km,r_cover_km,area_km2,emissions_t,capacity,subsector
45.50825,10.28666,7,8.544,10.544,229.3515,1400827.4984,433938.2011,iron-and-steel
40.63120,18.00169,4,7.946,9.946,198.3482,2487082.6225,37987.6667,electricity-generation
42.20020,13.83980,1,0.000,2.000,0.5027,139360.0000,140.0000,electricity-generation
41.20140,15.47620,2,2.390,4.390,17.9458,340000.0000,410.2000,electricity-generation
45.51150,9.50980,1,0.000,2.000,0.5027,600870.0000,995.0000,electricity-generation
44.76190,8.85290,1,0.000,2.000,0.5027,144930.0000,71.6000,electricity-generation
41.47600,13.75170,1,0.000,2.000,0.5027,147670.0000,96.0000,electricity-generation
45.60490,8.89260,1,0.000,2.000,0.5027,157750.0000,73.6000,electricity-generation
45.02742,11.25623,3,4.404,6.404,60.9421,812625.1815,10570422.7508,electricity-generation
44.86149,11.59328,3,0.491,2.491,0.7582,1361050.0000,47161.6685,electricity-generation
45.18560,7.90160,1,0.000,2.000,0.5027,1019290.0000,1150.0000,electricity-generation
45.53888,9.25710,2,0.750,2.750,1.7691,220876.0000,164.0000,electricity-generation
44.53510,11.86080,1,0.000,2.000,0.5027,22704.0000,69.0000,electricity-generation
42.32330,14.37760,1,0.000,2.000,0.5027,24311.5000,108.4000,electricity-generation
41.85220,12.33300,1,0.000,2.000,0.5027,200490.0000,49.5800,electricity-generation
45.79300,13.58300,2,2.958,4.958,27.4854,63500.4000,148.5000,electricity-generation
44.42870,8.88470,2,3.280,5.280,33.7931,67482.0000,30.0000,electricity-generation
45.15030,10.83490,2,1.057,3.057,3.5081,711140.0000,780.0000,electricity-generation
43.63892,13.37948,2,0.242,2.242,0.5027,726539.4401,85199.7000,electricity-generation
45.10016,8.87237,3,0.444,2.444,0.6185,4183657.1672,182169.2500,electricity-generation
44.70300,8.02700,1,0.000,2.000,0.5027,69932.0000,53.6500,electricity-generation
40.84438,8.31287,2,3.127,5.127,30.7130,1273200.0000,880.0000,electricity-generation
41.79950,12.26250,1,0.000,2.000,0.5027,57934.0000,25.5000,electricity-generation
37.05460,14.27690,1,0.000,2.000,0.5027,91314.0000,262.0000,electricity-generation
42.05020,14.56390,1,0.000,2.000,0.5027,641370.0000,840.0000,electricity-generation
45.94020,13.61970,1,0.000,2.000,0.5027,150040.0000,70.0000,electricity-generation
44.36990,11.70350,1,0.000,2.000,0.5027,90971.0000,85.0000,electricity-generation
43.55370,13.28500,1,0.000,2.000,0.5027,198790.0000,140.0000,electricity-generation
45.08297,9.48390,3,8.649,10.649,235.0141,1670768.1815,10570927.2508,electricity-generation
41.81950,14.96600,1,0.000,2.000,0.5027,26592.0000,248.0000,electricity-generation
41.46630,12.92220,1,0.000,2.000,0.5027,9417.1000,29.4000,electricity-generation
44.11220,9.88420,1,0.000,2.000,0.5027,652460.0000,676.0000,electricity-generation
45.16300,7.75050,1,0.000,2.000,0.5027,827900.0000,385.0000,electricity-generation
45.23780,8.19270,1,0.000,2.000,0.5027,539669.0000,772.0000,electricity-generation
43.57994,10.33285,3,2.316,4.316,16.8507,408137.0000,509.0000,electricity-generation
43.82346,10.60216,2,0.022,2.022,0.5027,331654.0000,171.9300,electricity-generation
45.61810,8.71750,1,0.000,2.000,0.5027,117569.0000,91.5000,electricity-generation
41.07611,15.69335,2,1.739,3.739,9.5053,230880.0000,106.0000,electricity-generation
39.98110,16.02260,1,0.000,2.000,0.5027,0.0000,41.0000,electricity-generation
44.40593,7.58260,2,3.996,5.996,50.1724,185185.0000,38187177.1604,electricity-generation
38.20264,15.27371,4,0.831,2.831,2.1701,2751822.4734,201165.6800,electricity-generation
45.03724,7.63718,6,11.339,13.339,403.9594,1837827.0000,1659.0000,electricity-generation
44.67610,10.94420,1,0.000,2.000,0.5027,0.0000,18.6000,electricity-generation
41.10238,16.75883,2,4.853,6.853,74.0042,704243.1815,10570003.2508,electricity-generation
40.96010,17.26280,1,0.000,2.000,0.5027,4310.0000,36.0000,electricity-generation
42.35720,11.53730,1,0.000,2.000,0.5027,1439600.0000,960.0000,electricity-generation
40.83390,14.30060,1,0.000,2.000,0.5027,552700.0000,380.0000,electricity-generation
45.45700,8.64960,1,0.000,2.000,0.5027,100930.0000,104.0000,electricity-generation
46.32590,12.32300,1,0.000,2.000,0.5027,0.0000,20.8800,electricity-generation
45.05866,11.13669,2,6.223,8.223,121.6558,1103558.1815,10570793.2508,electricity-generation
45.05111,9.71448,2,0.582,2.582,1.0645,632455.9872,98109.5522,electricity-generation
43.00370,12.18240,1,0.000,2.000,0.5027,451190.0000,365.0000,electricity-generation
42.89700,12.53830,1,0.000,2.000,0.5027,0.0000,0.0000,electricity-generation
42.93602,10.53930,3,1.868,3.868,10.9608,557410.0000,389.0000,electricity-generation
44.38540,12.02320,1,0.000,2.000,0.5027,0.0000,30.0000,electricity-generation
45.39930,10.71420,1,0.000,2.000,0.5027,110448.0000,380.0000,electricity-generation
44.45452,12.24272,2,3.693,5.693,42.8462,2060000.0000,1640.0000,electricity-generation
37.28760,13.52120,1,0.000,2.000,0.5027,161680.0000,125.0000,electricity-generation
39.19555,8.40004,3,0.818,2.818,2.1013,1747060.0000,1190.0000,electricity-generation
45.01780,12.24080,1,0.000,2.000,0.5027,135160.0000,125.0000,electricity-generation
41.39331,14.07394,2,5.810,7.810,106.0571,1863511.8825,168235.5769,electricity-generation
44.71540,10.61120,1,0.000,2.000,0.5027,108564.0000,70.6000,electricity-generation
38.44530,15.99000,1,0.000,2.000,0.5027,530206.0000,800.0000,electricity-generation
43.38130,10.44850,1,0.000,2.000,0.5027,739160.0000,580.0000,electricity-generation
39.62270,16.60670,1,0.000,2.000,0.5027,27230.0000,224.0000,electricity-generation
41.62620,15.42260,1,0.000,2.000,0.5027,769755.0000,421.0000,electricity-generation
43.56500,11.47770,1,0.000,2.000,0.5027,316577.0000,390.0000,electricity-generation
39.07835,9.02063,3,2.143,4.143,14.4273,5625291.2101,300638.4000,electricity-generation
42.06142,13.91630,2,2.163,4.163,14.7028,163861.0000,90.0000,electricity-generation
45.61950,13.78300,1,0.000,2.000,0.5027,38030.0000,230.0000,electricity-generation
45.50440,9.07100,1,0.000,2.000,0.5027,234570.0000,83.5000,electricity-generation
38.87590,16.65690,1,0.000,2.000,0.5027,1194722.0000,805.4000,electricity-generation
41.70000,13.58370,1,0.000,2.000,0.5027,47577.0000,45.1000,electricity-generation
41.17830,14.11290,1,0.000,2.000,0.5027,775870.0000,772.0000,electricity-generation
40.50423,17.20673,4,1.995,3.995,12.4983,4988830.4452,751974.7534,electricity-generation
45.33250,9.43640,1,0.000,2.000,0.5027,1470760.0000,1170.0000,electricity-generation
45.64024,9.60136,2,0.291,2.291,0.5027,215894.7655,59583.0548,electricity-generation
41.73650,13.00140,2,2.551,4.551,20.4404,618726.0554,127440.2603,electricity-generation
37.96800,13.75080,1,0.000,2.000,0.5027,1705480.0000,1560.0000,electricity-generation
41.93690,15.00040,1,0.000,2.000,0.5027,986010.0000,840.2000,electricity-generation
42.56702,12.66326,3,4.010,6.010,50.5224,523938.2940,141241.0322,electricity-generation
41.00870,14.22940,1,0.000,2.000,0.5027,63370.0000,400.0000,electricity-generation
46.40700,12.93860,1,0.000,2.000,0.5027,27252.0000,10.8500,electricity-generation
41.81170,12.42280,1,0.000,2.000,0.5027,43167.0000,19.0000,electricity-generation
42.12600,11.75970,1,0.000,2.000,0.5027,1071950.0000,1200.0000,electricity-generation
45.81629,13.28024,2,4.869,6.869,74.4731,987939.0000,39528049.5601,electricity-generation
37.87670,12.58920,1,0.000,2.000,0.5027,42813.0000,215.6000,electricity-generation
45.59462,9.51427,2,0.524,2.524,0.8621,178417.2628,18014.3472,electricity-generation
45.52010,8.74220,1,0.000,2.000,0.5027,2047600.0000,1618.0000,electricity-generation
44.27550,8.43050,1,0.000,2.000,0.5027,860800.0000,782.7000,electricity-generation
40.42450,16.55730,1,0.000,2.000,0.5027,85810.0000,61.8000,electricity-generation
44.56972,7.45673,2,3.608,5.608,40.8891,237930.2628,18115.3472,electricity-generation
45.02960,8.97230,1,0.000,2.000,0.5027,791580.0000,400.0000,electricity-generation
18.45210,-77.91830,1,0.000,2.000,0.5027,450290.0000,203.0000,electricity-generation
17.89943,-77.10750,3,0.328,2.328,0.5027,916830.0000,544.3000,electricity-generation
17.97212,-76.79990,4,5.116,7.116,82.2140,416783.5585,35182.3000,electricity-generation
17.90140,-77.24085,3,0.435,2.435,0.5948,2919160.5592,271931.8219,electricity-generation
17.96740,-77.59900,1,0.000,2.000,0.5027,76148.0000,57.0000,electricity-generation
18.17340,-77.06340,1,0.000,2.000,0.5027,102212.0000,71.6700,electricity-generation
49.17480,-2.10880,1,0.000,2.000,0.5027,768170.0000,190.0000,electricity-generation
31.20512,36.04573,3,3.424,5.424,36.8292,1609684.8777,155516.0000,electricity-generation
31.89726,36.07936,2,0.209,2.209,0.5027,1041581.0000,637.8000,electricity-generation
29.37640,34.97720,1,0.000,2.000,0.5027,1638600.0000,390.0000,electricity-generation
32.13609,36.13620,4,3.404,5.404,36.4068,3105475.3982,71768.0000,electricity-generation
31.26860,36.44900,1,0.000,2.000,0.5027,183590.0000,470.0000,electricity-generation
31.90870,36.18000,1,0.000,2.000,0.5027,2179800.0000,573.8000,electricity-generation
32.33110,36.05060,1,0.000,2.000,0.5027,761610.0000,357.0000,electricity-generation
32.57240,39.01110,1,0.000,2.000,0.5027,0.0000,0.0000,electricity-generation
34.80520,137.20800,1,0.000,2.000,0.5027,0.0000,50.0000,electricity-generation
34.70804,137.26826,5,5.140,7.140,82.9971,180329.2134,302481.1644,electricity-generation
34.77480,134.45720,1,0.000,2.000,0.5027,1095670.0000,575.0000,electricity-generation
39.74676,140.05833,3,4.295,6.295,57.9550,44729.9876,14419.4071,electricity-generation
34.74974,134.36774,4,4.328,6.328,58.8544,2363328.8209,341083.2774,electricity-generation
33.86075,134.65261,4,8.186,10.186,210.5317,10992384.0000,3376.0000,electricity-generation
35.53333,140.06380,27,11.593,13.593,422.2468,32759399.5884,1224797.3161,electricity-generation
34.65430,137.06760,1,0.000,2.000,0.5027,33583.0000,700.0000,electricity-generation
33.62660,131.11890,2,0.406,2.406,0.5168,386760.0000,1079.0000,electricity-generation
34.83360,136.95124,5,7.515,9.515,177.4064,23453610.0000,5554.0000,electricity-generation
35.03377,136.85769,13,9.504,11.504,283.7611,24308928.9835,1118499.0658,electricity-generation
34.03724,131.57040,3,5.618,7.618,99.1531,1216970.0000,198.0000,electricity-generation
38.96740,139.83220,3,2.369,4.369,17.6276,2832360.0000,803.0000,electricity-generation
33.64182,130.45557,2,3.451,5.451,37.4119,0.0000,54.2000,electricity-generation
34.20999,132.23892,7,10.770,12.770,364.4230,2489858.6269,165164.4336,electricity-generation
33.99656,133.55331,3,1.072,3.072,3.6106,2118333.9359,212259.4639,electricity-generation
42.48300,140.82870,1,0.000,2.000,0.5027,33583.0000,700.0000,electricity-generation
36.20760,136.13310,1,0.000,2.000,0.5027,113190.5000,250.0000,electricity-generation
37.07990,140.84230,1,0.000,2.000,0.5027,0.0000,112.0000,electricity-generation
34.46662,133.43699,3,4.023,6.023,50.8546,18425113.3563,1105296.2021,electricity-generation
34.55441,135.42739,8,2.819,4.819,24.9738,8969892.7817,343943.2516,electricity-generation
34.62013,135.41154,8,9.078,11.078,258.8849,3334587.4106,541441.5685,electricity-generation
36.80090,137.06500,1,0.000,2.000,0.5027,0.0000,51.0000,electricity-generation
35.35406,139.85543,3,2.132,4.132,14.2864,23712961.7419,855989.4000,electricity-generation
33.86020,135.15250,1,0.000,2.000,0.5027,334838.0000,1200.0000,electricity-generation
26.33788,127.85050,3,7.753,9.753,188.8263,1947590.0000,898.0000,electricity-generation
26.43066,127.84227,2,0.215,2.215,0.5027,2150927.0000,665.0000,electricity-generation
40.53193,141.50806,5,4.725,6.725,70.1286,1670757.2811,128058.3603,electricity-generation
37.66570,141.01480,1,0.000,2.000,0.5027,8143300.0000,2000.0000,electricity-generation
38.00000,139.24160,2,2.306,4.306,16.7064,8009600.0000,4102.8000,electricity-generation
35.40000,139.64416,8,11.009,13.009,380.7315,8505499.9484,37265.5890,electricity-generation
35.48534,139.70713,8,3.641,5.641,41.6543,11540480.3679,134822.9603,electricity-generation
35.51580,139.76145,8,6.465,8.465,131.2947,14660502.2094,530994.1064,electricity-generation
35.63375,139.75236,7,7.648,9.648,183.7422,1639316.1163,2899.4902,electricity-generation
33.95943,131.93070,2,0.393,2.393,0.5027,400540.9042,42518.7534,electricity-generation
34.78361,134.64292,7,3.493,5.493,38.3261,6581946.5321,480538.7526,iron-and-steel
34.74189,134.77770,7,10.979,12.979,378.6810,19228968.6890,700143.2082,electricity-generation
34.59610,135.54750,1,0.000,2.000,0.5027,0.0000,27.4000,electricity-generation
37.23830,141.01740,1,0.000,2.000,0.5027,9379300.0000,2343.0000,electricity-generation
34.38540,132.68290,1,0.000,2.000,0.5027,276050.0000,104.5000,electricity-generation
36.43734,140.61355,4,7.565,9.565,179.8122,12477806.5149,19813.8907,electricity-generation
37.93906,139.08034,4,1.910,3.910,11.4640,421533.5149,17364.8907,electricity-generation
35.08288,135.04973,2,1.018,3.018,3.2573,113824.6627,36721.9836,electricity-generation
32.43050,131.64210,1,0.000,2.000,0.5027,0.0000,50.0000,electricity-generation
36.53830,140.38110,1,0.000,2.000,0.5027,143712.8000,215.1800,electricity-generation
34.05306,131.77936,10,8.002,10.002,201.1810,10663145.9689,823474.2329,electricity-generation
33.33390,129.84220,1,0.000,2.000,0.5027,0.0000,46.0000,electricity-generation
43.19320,141.27600,2,1.936,3.936,11.7801,717857.0000,621.4000,electricity-generation
38.41940,141.28920,2,1.351,3.351,5.7316,1585520.0000,406.3000,electricity-generation
37.02016,137.81763,4,3.345,5.345,35.1570,1321561.8530,366253.7945,electricity-generation
36.91250,140.81177,3,6.080,8.080,116.1378,9247530.0000,2095.0000,electricity-generation
38.08980,140.86080,1,0.000,2.000,0.5027,648380.0000,158.8000,electricity-generation
37.25530,138.39350,1,0.000,2.000,0.5027,288470.0000,109.2000,electricity-generation
37.20862,138.27720,2,0.303,2.303,0.5027,5601460.0000,2952.0000,electricity-generation
35.93127,140.68734,14,10.553,12.553,349.8715,23126546.5110,918146.8439,electricity-generation
34.15200,135.18760,1,0.000,2.000,0.5027,0.0000,0.0000,electricity-generation
34.36510,132.52530,1,0.000,2.000,0.5027,549380.0000,112.0000,electricity-generation
39.26860,141.87690,1,0.000,2.000,0.5027,876810.0000,183.6600,electricity-generation
33.79576,130.99406,8,6.698,8.698,140.9405,4608507.7040,854160.1438,electricity-generation
34.99249,136.67004,9,6.683,8.683,140.3213,11074115.5890,388369.0046,electricity-generation
26.44660,127.92180,1,0.000,2.000,0.5027,2200820.0000,440.0000,electricity-generation
34.70320,135.23940,1,0.000,2.000,0.5027,10668100.0000,2775.0000,electricity-generation
33.40208,133.30057,2,0.211,2.211,0.5027,2372781.6988,369523.5548,electricity-generation
33.88054,130.75779,2,1.799,3.799,10.1724,34343.5974,57619.9016,electricity-generation
34.49500,133.73047,11,10.364,12.364,337.4599,20688345.5267,1355158.9073,electricity-generation
34.22120,132.54010,2,0.003,2.003,0.5027,54505.0000,32.0000,electricity-generation
43.00780,144.35080,1,0.000,2.000,0.5027,404320.0000,67.0000,electricity-generation
42.96120,144.40540,1,0.000,2.000,0.5027,528630.0000,112.0000,electricity-generation
33.19590,129.64780,1,0.000,2.000,0.5027,0.0000,0.0000,electricity-generation
39.07124,141.73046,2,0.199,2.199,0.5027,820149.3867,168239.3836,electricity-generation
35.52770,135.34230,1,0.000,2.000,0.5027,7647800.0000,1800.0000,electricity-generation
26.27060,127.71910,1,0.000,2.000,0.5027,134959.0000,288.0000,electricity-generation
32.94000,129.59720,1,0.000,2.000,0.5027,2509000.0000,502.0000,electricity-generation
33.35340,129.68760,1,0.000,2.000,0.5027,17601900.0000,3700.0000,electricity-generation
33.60000,130.58330,1,0.000,2.000,0.5027,0.0000,0.0000,electricity-generation
33.02207,130.44018,4,2.817,4.817,24.9236,1032419.0000,318.0200,electricity-generation
34.77970,131.92150,1,0.000,2.000,0.5027,8732000.0000,2000.0000,electricity-generation
36.45720,139.97400,1,0.000,2.000,0.5027,2661200.0000,1249.0000,electricity-generation
44.33560,143.36760,1,0.000,2.000,0.5027,0.0000,50.0000,electricity-generation
42.34612,140.99582,4,1.684,3.684,8.9111,3900363.7265,365575.4795,electricity-generation
43.45869,141.88454,2,5.194,7.194,84.7685,959981.0000,600.0000,electricity-generation
37.06640,137.00370,1,0.000,2.000,0.5027,6430100.0000,1200.0000,electricity-generation
31.47100,130.51840,1,0.000,2.000,0.5027,0.0000,49.0000,electricity-generation
37.98240,140.79700,1,0.000,2.000,0.5027,1529.7000,42.9400,electricity-generation
31.60090,131.39010,1,0.000,2.000,0.5027,0.0000,25.4000,electricity-generation
33.94099,133.18704,4,7.018,9.018,154.7111,6083969.0000,1450.0000,electricity-generation
33.26326,131.65867,7,4.559,6.559,65.3009,23392760.4028,1041179.5247,electricity-generation
32.57330,131.67180,1,0.000,2.000,0.5027,341470.0000,115.0000,electricity-generation
40.19120,139.99110,1,0.000,2.000,0.5027,8086300.0000,1800.0000,electricity-generation
42.51200,141.28280,1,0.000,2.000,0.5027,564630.0000,119.0000,electricity-generation
43.11800,141.55230,1,0.000,2.000,0.5027,0.0000,25.4000,electricity-generation
35.16516,138.66489,5,5.107,7.107,81.9463,158613.6627,36834.6836,electricity-generation
42.63510,141.63253,4,3.530,5.530,39.1566,2635465.7100,150479.4500,electricity-generation
42.61180,141.80540,3,7.492,9.492,176.3513,9024100.0000,1770.4000,electricity-generation
34.62460,138.21370,1,0.000,2.000,0.5027,0.0000,75.0000,electricity-generation
42.89840,143.93880,1,0.000,2.000,0.5027,133800.0000,148.0000,electricity-generation
34.25910,132.87230,1,0.000,2.000,0.5027,2022200.0000,381.0000,electricity-generation
34.06640,136.20670,1,0.000,2.000,0.5027,0.0000,0.0000,electricity-generation
33.62280,132.49870,1,0.000,2.000,0.5027,0.0000,50.0000,electricity-generation
32.48510,130.04210,1,0.000,2.000,0.5027,5716800.0000,1400.0000,electricity-generation
36.21310,136.24130,1,0.000,2.000,0.5027,456010.0000,78.0000,electricity-generation
32.99710,131.89190,1,0.000,2.000,0.5027,0.0000,50.0000,electricity-generation
34.34160,133.84660,2,3.674,5.674,42.4022,1385020.0000,1460.0000,electricity-generation
38.28118,141.03976,7,4.984,6.984,78.0255,4536304.7331,219181.6438,electricity-generation
31.85740,130.20080,1,0.000,2.000,0.5027,0.0000,0.0000,electricity-generation
34.00190,131.00100,1,0.000,2.000,0.5027,0.0000,0.0000,electricity-generation
37.84205,140.94718,3,1.248,3.248,4.8942,13407549.0000,3292.0000,electricity-generation
33.91632,130.84828,5,4.272,6.272,57.3459,9971035.8293,467275.6315,electricity-generation
33.96178,131.18839,6,9.508,11.508,284.0170,7483965.3594,213416.2779,electricity-generation
41.58290,140.42580,1,0.000,2.000,0.5027,915850.0000,700.0000,electricity-generation
35.68360,139.61810,1,0.000,2.000,0.5027,0.0000,24.2000,electricity-generation
36.23000,140.28000,1,0.000,2.000,0.5027,0.0000,0.0000,electricity-generation
41.81861,140.63142,2,0.026,2.026,0.5027,1030246.5220,169962.6137,electricity-generation
35.90862,139.34396,2,0.015,2.015,0.5027,1033072.5013,160570.0479,electricity-generation
34.33730,132.95720,1,0.000,2.000,0.5027,6687900.0000,1300.0000,electricity-generation
34.32190,135.12830,1,0.000,2.000,0.5027,0.0000,0.0000,electricity-generation
36.40452,139.61802,2,0.231,2.231,0.5027,687086.8425,140161.9863,electricity-generation
34.04530,134.59140,1,0.000,2.000,0.5027,0.0000,75.0000,electricity-generation
33.53410,133.55750,1,0.000,2.000,0.5027,0.0000,0.0000,electricity-generation
36.76527,137.13284,2,7.372,9.372,170.7237,3699559.4000,2414.7000,electricity-generation
35.67215,136.08139,3,4.185,6.185,55.0208,5994761.4871,72582.4658,electricity-generation
34.17047,131.21676,2,1.301,3.301,5.3196,2137030.5865,339783.0274,electricity-generation
34.23817,135.13164,3,1.294,3.294,5.2643,3963399.6847,258879.1753,electricity-generation
33.95376,132.12414,2,1.557,3.557,7.6126,2119285.5964,16987.9726,electricity-generation
32.50580,130.61999,2,7.011,9.011,154.4401,479210.0000,228.5000,electricity-generation
35.21560,139.71640,1,0.000,2.000,0.5027,5550100.0000,1300.0000,electricity-generation
35.48430,133.25610,1,0.000,2.000,0.5027,0.0000,55.0000,electricity-generation
52.12000,76.87500,1,0.000,2.000,0.5027,10257900.0000,2210.0000,electricity-generation
50.33640,57.13949,2,0.050,2.050,0.5027,542970.0000,190.9000,electricity-generation
43.28130,76.93060,1,0.000,2.000,0.5027,115230.0000,25.0000,electricity-generation
43.29290,76.79850,1,0.000,2.000,0.5027,2664600.0000,510.0000,electricity-generation
43.42420,77.00670,1,0.000,2.000,0.5027,955820.0000,173.0000,electricity-generation
51.18830,71.51030,1,0.000,2.000,0.5027,1873400.0000,360.0000,electricity-generation
47.07761,51.93260,2,0.864,2.864,2.3437,3036834.2266,110290.0000,electricity-generation
51.88610,75.37690,1,0.000,2.000,0.5027,17221000.0000,4000.0000,electricity-generation
52.02400,75.47620,1,0.000,2.000,0.5027,4305100.0000,1000.0000,electricity-generation
51.26680,51.10090,1,0.000,2.000,0.5027,372820.0000,100.0000,electricity-generation
47.34420,52.27720,1,0.000,2.000,0.5027,856960.0000,310.0000,electricity-generation
50.08930,72.91800,1,0.000,2.000,0.5027,481330.0000,84.0000,electricity-generation
50.04785,73.03428,3,1.357,3.357,5.7865,11042399.8196,510209.0411,electricity-generation
49.91670,73.23720,1,0.000,2.000,0.5027,2834800.0000,560.0000,electricity-generation
49.84240,73.08240,1,0.000,2.000,0.5027,912480.0000,167.0000,electricity-generation
46.14798,53.39451,3,3.572,5.572,40.0875,5127170.0000,1444.0000,electricity-generation
46.82900,74.94930,1,0.000,2.000,0.5027,819950.0000,150.0000,electricity-generation
46.42590,65.70070,1,0.000,2.000,0.5027,518420.0000,112.6300,electricity-generation
44.86570,65.45720,1,0.000,2.000,0.5027,138740.0000,45.0000,electricity-generation
43.60222,51.28535,3,7.034,9.034,155.4464,6315119.0473,21205.0000,electricity-generation
52.25440,77.05307,2,0.661,2.661,1.3711,4723791.4101,23026.8493,electricity-generation
52.36229,76.93070,4,5.043,7.043,79.8847,4514996.3182,120625.0000,electricity-generation
54.89790,69.18740,1,0.000,2.000,0.5027,3172600.0000,601.0000,electricity-generation
50.35470,83.48840,1,0.000,2.000,0.5027,391460.0000,71.0000,electricity-generation
52.98960,63.12980,1,0.000,2.000,0.5027,578600.0000,176.0000,electricity-generation
42.27027,69.66864,4,4.733,6.733,70.3736,3629750.1846,273036.7123,electricity-generation
50.02960,82.76980,1,0.000,2.000,0.5027,443200.0000,75.0000,electricity-generation
52.48400,72.03200,1,0.000,2.000,0.5027,715970.0000,180.0000,electricity-generation
49.51330,72.79860,1,0.000,2.000,0.5027,2681900.0000,513.0000,electricity-generation
49.98300,82.61430,1,0.000,2.000,0.5027,1891000.0000,361.5000,electricity-generation
42.84500,71.47690,1,0.000,2.000,0.5027,7148100.0000,1380.0000,electricity-generation
48.38680,57.43350,1,0.000,2.000,0.5027,409300.0000,96.0000,electricity-generation
47.78550,67.74400,1,0.000,2.000,0.5027,1105680.0000,202.0000,electricity-generation
-1.47729,37.01642,4,6.977,8.977,152.9137,1578100.1361,229478.2685,electricity-generation
-1.32952,36.86169,2,6.127,8.127,117.9372,251319.0000,233.0000,electricity-generation
-4.03790,39.63350,4,2.734,4.734,23.4894,126107.0000,116.9000,electricity-generation
-0.20800,35.15210,1,0.000,2.000,0.5027,83771.0000,60.0000,electricity-generation
0.36430,34.50520,1,0.000,2.000,0.5027,0.0000,10.8000,electricity-generation
-3.93340,39.56270,1,0.000,2.000,0.5027,100938.0000,92.6000,electricity-generation
-1.06060,37.05090,1,0.000,2.000,0.5027,98939.0000,93.8000,electricity-generation
42.87170,74.65500,1,0.000,2.000,0.5027,1950300.0000,813.0000,electricity-generation
40.57180,72.80400,1,0.000,2.000,0.5027,130340.0000,50.0000,electricity-generation
11.53600,105.08240,1,0.000,2.000,0.5027,266940.0000,400.0000,electricity-generation
10.73453,103.58928,3,1.078,3.078,3.6521,8597700.0000,1355.0000,electricity-generation
10.62884,103.63355,2,1.903,3.903,11.3782,710497.4000,110.4400,electricity-generation
36.59590,128.54130,1,0.000,2.000,0.5027,412500.0000,417.0000,electricity-generation
37.73320,128.97940,2,0.651,2.651,1.3308,4739600.0000,2455.0000,electricity-generation
37.29572,126.78404,3,1.424,3.424,6.3681,2048420.0000,971.2600,electricity-generation
37.39380,126.96730,1,0.000,2.000,0.5027,2046000.0000,1145.8000,electricity-generation
36.80000,127.09370,1,0.000,2.000,0.5027,136272.0000,180.9500,electricity-generation
36.39452,126.48900,2,1.131,3.131,4.0202,20430430.0000,6400.0000,electricity-generation
37.52250,126.76400,1,0.000,2.000,0.5027,480917.0000,450.0000,electricity-generation
37.48223,129.12791,3,6.476,8.476,131.7419,7364037.1406,320113.1507,electricity-generation
37.37137,127.13714,2,3.962,5.962,49.3125,1531713.0000,1066.8400,electricity-generation
35.31500,129.17770,1,0.000,2.000,0.5027,106415.0000,100.3000,electricity-generation
35.08507,129.00006,2,1.018,3.018,3.2584,2023819.5161,80786.3014,electricity-generation
37.67229,127.11339,2,6.003,8.003,113.2200,189251.0000,166.0000,electricity-generation
36.60500,127.44320,1,0.000,2.000,0.5027,19666.0000,58.3000,electricity-generation
37.76550,127.77380,1,0.000,2.000,0.5027,811450.0000,470.0000,electricity-generation
35.88220,128.70520,1,0.000,2.000,0.5027,548490.0000,415.0000,electricity-generation
37.00467,126.38514,10,2.838,4.838,25.2981,14038307.1964,1211214.7546,petrochemical-steam-cracking
36.98829,126.72879,7,11.237,13.237,396.6964,31456328.8659,1382680.9110,electricity-generation
37.05510,126.51220,1,0.000,2.000,0.5027,23480000.0000,6040.0000,electricity-generation
37.89323,127.09153,2,6.558,8.558,135.1260,3120220.0000,2241.1000,electricity-generation
37.17652,127.07983,3,4.780,6.780,71.7954,3581378.0000,1747.8000,electricity-generation
37.48150,127.15250,2,5.368,7.368,90.5273,983950.0000,452.0000,electricity-generation
36.15610,128.12690,1,0.000,2.000,0.5027,400090.0000,60.0000,electricity-generation
37.52028,126.61800,9,9.420,11.420,278.7962,11530341.5159,1028728.1796,electricity-generation
34.90797,128.11641,2,0.888,2.888,2.4771,17539200.0000,4200.0000,electricity-generation
37.96567,127.18614,3,3.997,5.997,50.2026,4363375.0000,2600.0000,electricity-generation
36.09710,128.37200,1,0.000,2.000,0.5027,589220.0000,97.0000,electricity-generation
35.95527,126.58265,6,5.605,7.605,98.6879,4651710.4659,201298.2052,electricity-generation
37.29970,127.05790,1,0.000,2.000,0.5027,578980.0000,187.2000,electricity-generation
34.88921,127.71954,17,10.585,12.585,352.0236,65900166.6267,3226398.8968,electricity-generation
34.95240,127.81990,1,0.000,2.000,0.5027,16685100.0000,4000.0000,electricity-generation
33.40280,126.27230,1,0.000,2.000,0.5027,34710.0000,105.0000,electricity-generation
37.55180,127.18670,1,0.000,2.000,0.5027,664940.0000,363.8100,electricity-generation
35.83140,128.48820,1,0.000,2.000,0.5027,627786.0000,270.0000,electricity-generation
35.47747,129.34816,13,10.835,12.835,368.8483,21506294.9399,1559020.2654,electricity-generation
37.65046,126.80573,2,2.443,4.443,18.7449,875930.0000,1080.7000,electricity-generation
37.49440,126.47550,1,0.000,2.000,0.5027,160539.0000,207.0000,electricity-generation
33.53450,126.59330,1,0.000,2.000,0.5027,637920.0000,417.4500,electricity-generation
35.84860,127.09860,1,0.000,2.000,0.5027,0.0000,32.0000,electricity-generation
