lat,lon,n,r_plant_km,r_cover_km,area_km2,emissions_t,capacity,subsector
47.82480,0.74740,1,0.000,2.000,0.5027,30888.0000,47.1000,electricity-generation
44.80060,-0.52980,1,0.000,2.000,0.5027,0.0000,22.0000,electricity-generation
43.38897,5.00809,5,3.205,5.205,32.2736,3555596.9725,272382.4160,electricity-generation
43.36441,5.08619,4,8.545,10.545,229.3805,801309.9988,59423.3986,electricity-generation
44.91650,-0.52690,1,0.000,2.000,0.5027,64200.0000,41.0000,electricity-generation
46.27310,3.30070,1,0.000,2.000,0.5027,258409.0000,401.0000,electricity-generation
43.49507,5.17263,2,0.714,2.714,1.6027,628402.6042,39510.5845,electricity-generation
48.86910,6.08000,1,0.000,2.000,0.5027,256939.0000,427.0000,electricity-generation
50.30087,3.29735,2,3.513,5.513,38.7677,470633.1000,50153589.2123,electricity-generation
45.60270,5.27380,1,0.000,2.000,0.5027,107770.0000,14.0000,electricity-generation
48.35700,-3.86920,1,0.000,2.000,0.5027,1123910.0000,325.6900,electricity-generation
42.74800,2.75640,2,2.121,4.121,14.1358,166270.0000,40.1000,electricity-generation
49.12930,6.18360,2,3.151,5.151,31.1992,150280.0000,101.8000,electricity-generation
45.21710,4.81180,1,0.000,2.000,0.5027,36225.0000,44.0000,electricity-generation
48.94870,2.73560,1,0.000,2.000,0.5027,0.0000,31.0400,electricity-generation
43.43859,4.89526,7,4.293,6.293,57.8879,6633344.8113,643730.0411,electricity-generation
45.12670,1.23010,1,0.000,2.000,0.5027,100378.0000,99.2000,electricity-generation
47.27670,-1.88160,1,0.000,2.000,0.5027,309034.0000,1261.4800,electricity-generation
48.78197,2.43507,5,7.373,9.373,170.7989,471339.1674,17115548.8709,electricity-generation
48.69340,5.91470,1,0.000,2.000,0.5027,219917.3000,413.0000,electricity-generation
44.62966,-0.97519,2,0.289,2.289,0.5027,86431.3676,18581.7693,electricity-generation
48.38950,-4.26230,1,0.000,2.000,0.5027,80703.0000,185.6900,electricity-generation
51.02915,2.27514,11,10.409,12.409,340.3627,11197732.2635,630235.0913,other-metals
48.63436,6.30118,4,3.034,5.034,28.9189,586979.0000,93606.6575,electricity-generation
49.14465,6.69966,2,2.842,4.842,25.3794,224909.7674,17115970.6709,electricity-generation
50.96700,1.87800,1,0.000,2.000,0.5027,33908.0000,55.0000,electricity-generation
48.91995,2.32695,3,5.151,7.151,83.3477,133473.1000,380.0000,electricity-generation
48.21047,6.42565,2,0.563,2.563,0.9967,86431.3676,18577.2693,electricity-generation
50.61439,2.99381,2,1.433,3.433,6.4540,91246.0000,116.3000,electricity-generation
48.83210,2.26360,1,0.000,2.000,0.5027,0.0000,52.0000,electricity-generation
43.40710,-0.64450,1,0.000,2.000,0.5027,131796.0000,81.9000,electricity-generation
49.68070,-1.87350,1,0.000,2.000,0.5027,54155.0000,21.0000,electricity-generation
48.52220,-4.07170,1,0.000,2.000,0.5027,238795.9000,446.0000,electricity-generation
49.39820,3.10690,1,0.000,2.000,0.5027,59210.0000,80.0000,electricity-generation
48.67580,2.17870,1,0.000,2.000,0.5027,49274.0000,48.7000,electricity-generation
42.52860,9.44720,1,0.000,2.000,0.5027,324930.0000,126.0000,electricity-generation
46.66770,4.34960,1,0.000,2.000,0.5027,0.0000,0.0000,electricity-generation
48.95280,2.90710,1,0.000,2.000,0.5027,24857.0000,30.0000,electricity-generation
44.20795,-1.24926,2,0.161,2.161,0.5027,86431.3676,18569.4693,electricity-generation
48.38050,2.85100,1,0.000,2.000,0.5027,80595.0000,400.0000,electricity-generation
47.31302,-2.08270,3,4.261,6.261,57.0344,2434387.9645,219481.0000,electricity-generation
44.04110,-0.88840,1,0.000,2.000,0.5027,62703.0000,12.0000,electricity-generation
49.76880,2.90230,1,0.000,2.000,0.5027,48566.0000,48.0000,electricity-generation
47.28460,6.13790,1,0.000,2.000,0.5027,0.0000,20.0000,electricity-generation
45.34327,4.79700,3,1.601,3.601,8.0503,264183.0000,42351486.3792,electricity-generation
45.12030,5.70950,1,0.000,2.000,0.5027,147920.0000,154.2600,electricity-generation
50.22990,3.86950,1,0.000,2.000,0.5027,118975.6000,450.0000,electricity-generation
48.98319,1.76326,2,1.590,3.590,7.9399,28217.7438,59452.0548,electricity-generation
43.44850,5.45236,4,6.214,8.214,121.3080,1194934.4867,114857.5342,electricity-generation
48.16690,7.59790,1,0.000,2.000,0.5027,172750.0000,50.0000,electricity-generation
45.67186,4.84211,3,1.620,3.620,8.2439,1338353.5853,130047.5662,electricity-generation
43.09650,0.72680,2,0.156,2.156,0.5027,92312.4183,19842.2711,electricity-generation
48.86776,2.66876,2,1.143,3.143,4.1046,185845.0000,570.0000,electricity-generation
47.79073,7.50866,5,8.151,10.151,208.7418,1452977.3307,39854024.7701,electricity-generation
48.51880,7.78860,1,0.000,2.000,0.5027,0.0000,20.0000,electricity-generation
43.67360,4.60870,1,0.000,2.000,0.5027,34305.0000,44.0000,electricity-generation
45.87543,0.81645,2,0.398,2.398,0.5027,114913.3676,18572.7693,electricity-generation
43.39200,6.15960,1,0.000,2.000,0.5027,0.0000,21.3000,electricity-generation
43.79902,4.62880,3,2.872,4.872,25.9045,422777.5591,81316.3683,electricity-generation
47.05470,5.40860,1,0.000,2.000,0.5027,253140.0000,165.7000,electricity-generation
49.90250,1.00200,1,0.000,2.000,0.5027,34476.0000,43.0000,electricity-generation
41.93210,8.72040,1,0.000,2.000,0.5027,342980.0000,133.0000,electricity-generation
48.79170,2.12030,1,0.000,2.000,0.5027,6934.5000,11.9000,electricity-generation
0.32797,9.51422,2,2.132,4.132,14.2821,633840.0000,230.2000,electricity-generation
-0.72512,8.76461,4,5.017,7.017,79.0877,641206.2465,24188.3000,electricity-generation
-1.90000,9.48330,1,0.000,2.000,0.5027,51059.0000,15.5100,electricity-generation
55.88079,-4.45270,2,3.237,5.237,32.9208,72816.0000,40.7000,electricity-generation
51.39707,-3.39154,2,1.420,3.420,6.3307,231983.2035,42465.7534,electricity-generation
54.03300,-1.38170,1,0.000,2.000,0.5027,0.0000,27.0000,electricity-generation
51.32878,0.45113,2,4.896,6.896,75.2927,63649.0000,100.3000,electricity-generation
51.92440,-1.21260,1,0.000,2.000,0.5027,210820.0000,24.0000,electricity-generation
50.80210,0.04900,1,0.000,2.000,0.5027,184480.0000,21.0000,electricity-generation
53.27590,-2.84605,5,8.499,10.499,226.9144,2102998.1953,36732316.9416,electricity-generation
53.31727,-2.71623,5,7.763,9.763,189.3389,957682.4666,9273593.5223,electricity-generation
51.53920,-2.67000,4,2.924,4.924,26.8671,1116630.0000,1264.0000,electricity-generation
52.57290,-1.58660,1,0.000,2.000,0.5027,0.0000,10.5000,electricity-generation
56.48670,-2.90280,1,0.000,2.000,0.5027,92239.0000,10.5000,electricity-generation
54.84500,-5.78600,1,0.000,2.000,0.5027,398756.0000,885.0000,electricity-generation
53.80010,-2.21750,1,0.000,2.000,0.5027,35782.0000,20.0000,electricity-generation
51.49837,0.02577,5,8.759,10.759,241.0077,376668.0000,197.8100,electricity-generation
51.41110,-3.22930,1,0.000,2.000,0.5027,35782.0000,20.0000,electricity-generation
51.37650,-0.11621,2,2.293,4.293,16.5186,94103.0000,76.0000,electricity-generation
52.48038,-1.82878,3,3.594,5.594,40.5709,419080.0000,138.3000,electricity-generation
53.40621,-1.40591,6,7.354,9.354,169.9228,347296.0070,9402015.4127,electricity-generation
53.71820,-2.53720,1,0.000,2.000,0.5027,65106.0000,62.2000,electricity-generation
53.56700,-2.40760,1,0.000,2.000,0.5027,92063.0000,10.4800,electricity-generation
51.41690,-0.76440,1,0.000,2.000,0.5027,37570.0000,21.0000,electricity-generation
53.58216,-0.63750,5,9.835,11.835,303.8777,3462268.1165,383005.7808,electricity-generation
52.04480,-0.56656,4,4.929,6.929,76.3129,56360.0000,116.7200,electricity-generation
51.42940,-1.00330,1,0.000,2.000,0.5027,82340.0000,50.0000,electricity-generation
52.25500,0.72700,1,0.000,2.000,0.5027,88467.0000,81.0000,electricity-generation
56.01298,-3.69094,7,4.096,6.096,52.7052,2512219.8326,234282.9648,electricity-generation
55.60803,-4.67520,2,3.353,5.353,35.3241,50766.6666,9272851.5223,electricity-generation
51.89600,-0.97820,2,1.136,3.136,4.0572,243330.0000,38.9000,electricity-generation
51.47217,-3.15986,2,0.666,2.666,1.3935,80380.2414,101947.8082,electricity-generation
53.43595,-2.41089,3,4.199,6.199,55.3856,1087810.0000,1057.0000,electricity-generation
53.71017,-1.22985,10,7.818,9.818,192.0085,426967.3332,66091147.7542,glass
53.54200,-2.13100,1,0.000,2.000,0.5027,35782.0000,20.0000,electricity-generation
53.05460,-2.22550,1,0.000,2.000,0.5027,35782.0000,20.0000,electricity-generation
50.62360,-2.48910,1,0.000,2.000,0.5027,74474.0000,45.0000,electricity-generation
54.66790,-1.56600,1,0.000,2.000,0.5027,0.0000,17.5000,electricity-generation
51.46000,-2.12470,1,0.000,2.000,0.5027,19360.0000,10.2100,electricity-generation
53.22355,-3.07777,4,7.993,9.993,200.7106,1918397.7144,9359137.0292,electricity-generation
55.04370,-7.24870,2,1.024,3.024,3.2960,331341.0000,478.0000,electricity-generation
52.51040,-0.68140,1,0.000,2.000,0.5027,20718.0000,352.0000,electricity-generation
50.39590,-4.89960,2,2.139,4.139,14.3721,225160.0000,160.0000,electricity-generation
51.51193,0.50818,2,0.572,2.572,1.0273,714591.0000,794.0000,electricity-generation
53.34899,-0.80256,3,5.107,7.107,81.9289,1938820.0000,1841.0000,electricity-generation
52.39740,-1.49450,1,0.000,2.000,0.5027,0.0000,17.7000,electricity-generation
50.74710,-1.28620,1,0.000,2.000,0.5027,175280.0000,140.0000,electricity-generation
56.11118,-3.83138,3,5.806,7.806,105.8994,199766.6666,36488552.9877,glass
55.09800,-1.62080,1,0.000,2.000,0.5027,0.0000,27.7000,electricity-generation
53.79760,-0.41790,1,0.000,2.000,0.5027,88558.0000,49.5000,electricity-generation
53.78774,-1.51087,2,1.289,3.289,5.2185,186926.6666,9272841.0223,electricity-generation
51.43564,0.67835,6,9.631,11.631,291.3752,3052644.0000,3108.2600,electricity-generation
52.88410,-1.46410,1,0.000,2.000,0.5027,130088.0000,71.0000,electricity-generation
50.39630,-4.18590,1,0.000,2.000,0.5027,0.0000,22.5000,electricity-generation
51.62460,-1.26830,1,0.000,2.000,0.5027,1551900.0000,1452.0000,electricity-generation
53.72100,-0.96250,2,4.346,6.346,59.3389,362050.0000,25757142.1585,electricity-generation
55.97881,-2.46923,2,0.453,2.453,0.6445,192841.9750,84961.5068,electricity-generation
52.39790,0.12970,1,0.000,2.000,0.5027,0.0000,38.0000,electricity-generation
51.66250,-0.02250,1,0.000,2.000,0.5027,417090.0000,408.0000,electricity-generation
52.32650,-2.20750,1,0.000,2.000,0.5027,0.0000,18.0000,electricity-generation
50.70564,-3.52322,3,1.288,3.288,5.2082,157760.0000,91.0000,electricity-generation
52.33550,1.12840,1,0.000,2.000,0.5027,0.0000,17.0000,electricity-generation
50.85810,-1.24510,1,0.000,2.000,0.5027,37570.0000,21.0000,electricity-generation
50.84686,-1.38256,6,6.870,8.870,148.2757,3788686.4038,263309.0000,electricity-generation
54.41840,-3.48830,1,0.000,2.000,0.5027,8864.2000,188.0000,electricity-generation
51.52470,-0.62630,2,0.098,2.098,0.5027,352930.0000,169.2000,electricity-generation
51.79210,-2.29140,1,0.000,2.000,0.5027,0.0000,14.5000,electricity-generation
52.26320,-0.59120,1,0.000,2.000,0.5027,0.0000,16.0000,electricity-generation
52.10390,1.09840,1,0.000,2.000,0.5027,219630.0000,25.0000,electricity-generation
52.58400,1.73380,1,0.000,2.000,0.5027,426030.0000,420.0000,electricity-generation
53.56680,0.07580,1,0.000,2.000,0.5027,71562.0000,40.0000,electricity-generation
55.89550,-4.63030,1,0.000,2.000,0.5027,35782.0000,20.0000,electricity-generation
54.59921,-1.23840,13,8.977,10.977,253.1475,1385790.0000,109891.8507,electricity-generation
54.70270,-1.29100,1,0.000,2.000,0.5027,89456.0000,50.0000,electricity-generation
50.82785,-1.04103,2,3.702,5.702,43.0564,160553.0000,35.0000,electricity-generation
54.03090,-2.91550,1,0.000,2.000,0.5027,117413.0000,70.0000,electricity-generation
53.88510,-2.99860,1,0.000,2.000,0.5027,35782.0000,20.0000,electricity-generation
51.20850,-3.13340,1,0.000,2.000,0.5027,117413.0000,70.0000,electricity-generation
51.76578,0.02221,4,6.821,8.821,146.1689,839063.3333,18546373.0446,electricity-generation
53.62856,-0.22134,5,5.929,7.929,110.4380,6079252.7054,336536.5000,electricity-generation
52.63250,-2.51270,1,0.000,2.000,0.5027,0.0000,0.0000,electricity-generation
51.29040,1.34770,1,0.000,2.000,0.5027,0.0000,27.0000,electricity-generation
54.72450,-5.76730,1,0.000,2.000,0.5027,1328700.0000,824.0000,electricity-generation
52.72872,0.38064,2,0.624,2.624,1.2234,286710.0000,440.0000,electricity-generation
58.98480,-2.95870,1,0.000,2.000,0.5027,43273.0000,33.3900,electricity-generation
54.18110,-0.64200,1,0.000,2.000,0.5027,0.0000,0.0000,electricity-generation
51.48610,-0.50570,1,0.000,2.000,0.5027,0.0000,37.0000,electricity-generation
50.38780,-4.01100,1,0.000,2.000,0.5027,769570.0000,885.0000,electricity-generation
60.16650,-1.16450,1,0.000,2.000,0.5027,73569.0000,56.5000,electricity-generation
56.19990,-3.02080,1,0.000,2.000,0.5027,37034.0000,20.7000,electricity-generation
55.80070,-3.69160,1,0.000,2.000,0.5027,0.0000,12.5000,electricity-generation
53.19940,-0.60390,1,0.000,2.000,0.5027,0.0000,13.1000,electricity-generation
52.20530,-0.26680,1,0.000,2.000,0.5027,771500.0000,770.0000,electricity-generation
51.64960,-3.85430,1,0.000,2.000,0.5027,35782.0000,20.0000,electricity-generation
57.25000,-7.35000,1,0.000,2.000,0.5027,14407.0000,11.1200,electricity-generation
55.20470,-1.52040,1,0.000,2.000,0.5027,0.0000,420.0000,electricity-generation
53.27550,-2.11010,1,0.000,2.000,0.5027,22633.0000,23.0000,electricity-generation
51.56790,-3.75900,4,1.204,3.204,4.5508,181710.0000,150.0000,electricity-generation
56.20180,-3.15970,1,0.000,2.000,0.5027,0.0000,55.0000,electricity-generation
52.75730,-1.28010,1,0.000,2.000,0.5027,0.0000,42.0000,electricity-generation
52.51690,-2.02880,1,0.000,2.000,0.5027,0.0000,40.0000,electricity-generation
51.68498,-5.01101,3,1.265,3.265,5.0280,5290651.5459,272350.0000,electricity-generation
52.57099,-0.22015,2,3.121,5.121,30.6091,123446.0000,69.0000,electricity-generation
57.47720,-1.78890,1,0.000,2.000,0.5027,2195100.0000,1410.0000,electricity-generation
53.45941,-2.74007,6,7.936,9.936,197.8451,542209.3332,92338610.0413,glass
53.45220,-3.00830,1,0.000,2.000,0.5027,51272.0000,30.0000,electricity-generation
52.86540,-1.25930,1,0.000,2.000,0.5027,37263.0000,32.0000,electricity-generation
52.30530,-1.94140,1,0.000,2.000,0.5027,35782.0000,20.0000,electricity-generation
53.78480,-2.64340,1,0.000,2.000,0.5027,72458.0000,40.5000,electricity-generation
52.75740,-1.92000,1,0.000,2.000,0.5027,0.0000,0.0000,electricity-generation
53.73540,-0.24320,1,0.000,2.000,0.5027,1353920.0000,1200.0000,electricity-generation
53.16540,-2.40610,1,0.000,2.000,0.5027,64816.0000,57.0000,electricity-generation
51.54838,-2.97390,3,1.257,3.257,4.9648,925849.6762,170713.0137,electricity-generation
50.82990,-0.23140,1,0.000,2.000,0.5027,845620.0000,420.0000,electricity-generation
53.00020,-0.38230,1,0.000,2.000,0.5027,0.0000,38.0000,electricity-generation
52.48110,0.95420,1,0.000,2.000,0.5027,0.0000,42.0000,electricity-generation
52.80720,-0.13330,1,0.000,2.000,0.5027,775010.0000,1140.0000,electricity-generation
52.67280,-2.11450,1,0.000,2.000,0.5027,0.0000,23.0000,electricity-generation
53.07370,-0.85900,1,0.000,2.000,0.5027,1903600.0000,1772.0000,electricity-generation
55.15300,-3.38060,1,0.000,2.000,0.5027,0.0000,44.0000,electricity-generation
58.20920,-6.38650,1,0.000,2.000,0.5027,64766.0000,43.5000,electricity-generation
60.45720,-1.27160,1,0.000,2.000,0.5027,167720.0000,100.0000,electricity-generation
51.64460,-4.01830,1,0.000,2.000,0.5027,61846.0000,40.0000,electricity-generation
53.81870,-0.13960,1,0.000,2.000,0.5027,0.0000,22.0000,electricity-generation
51.54610,-0.25750,1,0.000,2.000,0.5027,12223.0000,145.0000,electricity-generation
52.44860,0.72530,1,0.000,2.000,0.5027,0.0000,44.0000,electricity-generation
53.67710,-1.65500,1,0.000,2.000,0.5027,61341.0000,50.0000,electricity-generation
51.45652,0.38802,2,4.092,6.092,52.5950,29356.0000,60.5000,electricity-generation
56.09329,-3.31337,2,5.408,7.408,91.8638,580046.9756,64705.8639,electricity-generation
53.81460,-0.99220,1,0.000,2.000,0.5027,0.0000,18.0000,electricity-generation
53.26667,-2.51624,2,2.607,4.607,21.3479,193446.4109,15549.9726,electricity-generation
52.55060,0.44860,1,0.000,2.000,0.5027,131520.0000,114.0000,electricity-generation
54.66460,-3.54630,1,0.000,2.000,0.5027,0.0000,49.0000,electricity-generation
41.47359,45.05948,4,4.659,6.659,68.1872,1304318.8640,34842.6027,electricity-generation
49.48530,-2.51780,1,0.000,2.000,0.5027,685010.0000,157.5600,electricity-generation
5.68553,0.02749,12,5.815,7.815,106.2424,4815872.4922,160297.4658,electricity-generation
4.95167,-1.68204,4,3.475,5.475,37.9433,3210811.0000,1752.9000,electricity-generation
10.66670,-14.60000,1,0.000,2.000,0.5027,120599.0000,62.1600,electricity-generation
9.58697,-13.64882,2,2.346,4.346,17.2894,201759.0000,104.0000,electricity-generation
11.09700,-13.79000,1,0.000,2.000,0.5027,13967.0000,7.2000,electricity-generation
9.50920,-13.71220,1,0.000,2.000,0.5027,0.0000,0.0000,electricity-generation
16.23256,-61.55486,2,0.063,2.063,0.5027,623480.0000,402.2000,electricity-generation
16.30490,-61.32620,1,0.000,2.000,0.5027,0.0000,38.0000,electricity-generation
13.45420,-16.69610,1,0.000,2.000,0.5027,190380.0000,47.0000,electricity-generation
11.88330,-15.63330,1,0.000,2.000,0.5027,29075.0000,14.9900,electricity-generation
3.79995,8.71497,2,4.768,6.768,71.4213,835593.0750,82317.5411,electricity-generation
40.39420,21.92490,1,0.000,2.000,0.5027,2131560.0000,1595.0000,electricity-generation
37.95516,23.61303,2,5.868,7.868,108.1668,559300.4094,13325363.2402,electricity-generation
38.35908,22.69122,3,0.476,2.476,0.7131,4343165.4837,126621.9781,aluminum
38.38094,24.05824,2,1.089,3.089,3.7238,1734925.6295,280690.9726,electricity-generation
40.61930,21.68280,1,0.000,2.000,0.5027,0.0000,0.0000,electricity-generation
38.03807,23.57024,5,8.236,10.236,213.0821,2529778.1071,313534.3748,electricity-generation
35.00270,26.13850,1,0.000,2.000,0.5027,213840.0000,204.0000,electricity-generation
35.48880,24.03880,1,0.000,2.000,0.5027,501600.0000,412.8000,electricity-generation
37.91977,23.07349,3,0.598,2.598,1.1249,2208432.2627,200521.6000,electricity-generation
40.81230,21.60270,1,0.000,2.000,0.5027,32665.0000,330.0000,electricity-generation
38.27966,23.32943,2,0.269,2.269,0.5027,1015154.0000,689.0000,electricity-generation
40.41060,21.78610,1,0.000,2.000,0.5027,0.0000,0.0000,electricity-generation
41.06460,25.48990,1,0.000,2.000,0.5027,203943.0000,500.0000,electricity-generation
37.74630,24.06660,1,0.000,2.000,0.5027,1273680.0000,1062.0000,electricity-generation
39.11850,26.54810,1,0.000,2.000,0.5027,112313.0000,100.6400,electricity-generation
35.34080,25.05110,1,0.000,2.000,0.5027,497100.0000,401.9500,electricity-generation
37.41740,22.10790,1,0.000,2.000,0.5027,1163770.0000,1661.0000,electricity-generation
40.48050,21.72750,1,0.000,2.000,0.5027,0.0000,0.0000,electricity-generation
36.37820,28.01840,1,0.000,2.000,0.5027,346810.0000,280.2000,electricity-generation
35.91760,27.77810,1,0.000,2.000,0.5027,123254.0000,120.0000,electricity-generation
40.68978,22.90657,4,7.766,9.766,189.4607,1637005.0449,254317.8082,electricity-generation
38.23690,22.94900,1,0.000,2.000,0.5027,597899.0000,445.0000,electricity-generation
13.95081,-90.79443,3,3.449,5.449,37.3670,448100.2647,30008.5274,electricity-generation
14.25873,-90.80159,5,8.079,10.079,205.0750,487812.4000,42812.5534,electricity-generation
14.47647,-90.59996,5,4.734,6.734,70.3982,338369.2000,181.0000,electricity-generation
15.53000,-89.33600,1,0.000,2.000,0.5027,18758.0000,15.8000,electricity-generation
14.65700,-90.83330,1,0.000,2.000,0.5027,60552.0000,51.0000,electricity-generation
14.81623,-90.27896,2,1.158,3.158,4.2112,827915.4551,248871.3151,electricity-generation
15.69000,-88.57600,1,0.000,2.000,0.5027,50164.0000,42.2500,electricity-generation
14.26720,-91.09730,1,0.000,2.000,0.5027,0.0000,50.0000,electricity-generation
14.11070,-90.72270,1,0.000,2.000,0.5027,1836800.0000,300.0000,electricity-generation
14.12120,-90.92670,1,0.000,2.000,0.5027,0.0000,117.0000,electricity-generation
14.48800,-91.39860,1,0.000,2.000,0.5027,0.0000,46.0000,electricity-generation
14.33544,-91.01255,2,5.735,7.735,103.3272,0.0000,169.5000,electricity-generation
14.37960,-91.77270,1,0.000,2.000,0.5027,0.0000,62.0000,electricity-generation
14.16320,-90.78790,2,5.884,7.884,108.7496,856540.0000,155.0000,electricity-generation
14.51000,-91.58600,1,0.000,2.000,0.5027,0.0000,19.0000,electricity-generation
4.86310,-52.27530,1,0.000,2.000,0.5027,215860.0000,118.0000,electricity-generation
5.16360,-52.67020,1,0.000,2.000,0.5027,44998.0000,20.0000,electricity-generation
5.07200,-53.01420,1,0.000,2.000,0.5027,0.0000,10.5000,electricity-generation
13.41700,144.68690,1,0.000,2.000,0.5027,74370.0000,26.4000,electricity-generation
6.81310,-58.17351,3,1.401,3.401,6.1690,704050.0000,134.4000,electricity-generation
5.88030,-57.14970,1,0.000,2.000,0.5027,52382.0000,40.0000,electricity-generation
22.39161,113.91661,3,2.533,4.533,20.1631,15263165.1054,219238.7671,electricity-generation
22.21890,114.10820,1,0.000,2.000,0.5027,7420300.0000,3410.0000,electricity-generation
22.32070,114.04170,1,0.000,2.000,0.5027,166750.0000,302.4000,electricity-generation
15.70623,-87.93055,2,0.508,2.508,0.8123,790719.2909,195342.4658,electricity-generation
15.40963,-88.00003,2,0.766,2.766,1.8440,0.0000,210.0000,electricity-generation
15.16360,-87.94190,1,0.000,2.000,0.5027,0.0000,18.0000,electricity-generation
13.29740,-87.20720,1,0.000,2.000,0.5027,0.0000,44.0000,electricity-generation
15.23690,-88.48990,1,0.000,2.000,0.5027,0.0000,20.0000,electricity-generation
15.28410,-87.88810,1,0.000,2.000,0.5027,0.0000,14.0000,electricity-generation
15.85630,-87.95480,1,0.000,2.000,0.5027,309770.0000,80.0000,electricity-generation
15.59860,-87.94088,5,5.046,7.046,79.9847,1441260.0000,431.6000,electricity-generation
15.78470,-86.65460,1,0.000,2.000,0.5027,336890.0000,87.0000,electricity-generation
13.24320,-87.35290,1,0.000,2.000,0.5027,0.0000,16.0000,electricity-generation
13.40420,-87.32710,1,0.000,2.000,0.5027,1551600.0000,389.1000,electricity-generation
45.79001,15.99558,2,4.188,6.188,55.0951,542710.0000,522.4000,electricity-generation
46.03880,16.18140,1,0.000,2.000,0.5027,122741.0000,84.0000,electricity-generation
45.54200,18.74490,1,0.000,2.000,0.5027,0.0000,95.0000,electricity-generation
45.46836,16.79484,2,0.382,2.382,0.5027,291610.0000,109958.9699,electricity-generation
45.13640,14.16500,1,0.000,2.000,0.5027,696410.0000,217.0000,electricity-generation
45.28288,14.53519,2,1.155,3.155,4.1939,853445.8226,90690.0000,electricity-generation
45.45430,16.41460,2,0.596,2.596,1.1145,286720.0000,240.0000,electricity-generation
47.09494,17.55681,2,0.141,2.141,0.5027,277833.0000,206.0000,electricity-generation
48.23560,20.68460,1,0.000,2.000,0.5027,141300.0000,127.0300,electricity-generation
47.58811,19.09325,5,4.973,6.973,77.6974,608928.0000,7992470.5824,electricity-generation
47.44791,19.05470,2,2.220,4.220,15.4791,332493.0000,622.0400,electricity-generation
47.30294,18.90547,2,2.948,4.948,27.3114,3106296.3883,166106.3000,electricity-generation
46.94419,18.94124,4,2.537,4.537,20.2176,160974.0000,138184.8235,electricity-generation
47.73840,17.80330,1,0.000,2.000,0.5027,429130.0000,427.0000,electricity-generation
47.45680,19.16730,1,0.000,2.000,0.5027,86967.0000,110.0000,electricity-generation
47.10760,18.01460,1,0.000,2.000,0.5027,4359.4000,123.0000,electricity-generation
47.71640,19.67780,1,0.000,2.000,0.5027,67769.0000,173.0000,electricity-generation
47.78940,20.07020,1,0.000,2.000,0.5027,1410100.0000,944.0000,electricity-generation
48.07087,20.79024,2,4.161,6.161,54.3815,277825.9948,84971.5068,electricity-generation
47.50180,18.26970,1,0.000,2.000,0.5027,0.0000,0.0000,electricity-generation
46.06410,18.26310,1,0.000,2.000,0.5027,0.0000,120.0000,electricity-generation
47.91841,21.02851,3,4.958,6.958,77.2338,942591.2326,55643.0548,electricity-generation
47.56060,18.42880,1,0.000,2.000,0.5027,38170.0000,21.0000,electricity-generation
-7.68838,109.08174,5,9.866,11.866,305.8214,13650731.1979,625303.7671,electricity-generation
-2.07857,106.14936,2,0.210,2.210,0.5027,403344.0000,110.0000,electricity-generation
-4.82780,136.83910,1,0.000,2.000,0.5027,894820.0000,323.0000,electricity-generation
-8.59040,116.07439,2,0.956,2.956,2.8711,308678.0000,179.3000,electricity-generation
1.18494,124.47961,2,0.331,2.331,0.5027,561170.0000,185.0000,electricity-generation
5.20398,97.10593,3,4.669,6.669,68.4899,1391808.7333,73105.2600,electricity-generation
-6.01240,105.96793,7,4.854,6.854,74.0319,10734664.1095,671198.3363,electricity-generation
-3.92650,115.10580,1,0.000,2.000,0.5027,2437900.0000,460.0000,electricity-generation
-3.11410,119.60420,1,0.000,2.000,0.5027,5325.4000,11.2500,electricity-generation
-1.24565,116.82056,2,0.436,2.436,0.5985,2590802.0016,260000.0000,electricity-generation
-6.97050,107.60580,1,0.000,2.000,0.5027,142290.0000,30.0000,electricity-generation
-0.62250,115.13680,1,0.000,2.000,0.5027,634920.0000,284.0000,electricity-generation
-3.83870,103.80410,1,0.000,2.000,0.5027,4982300.0000,1320.0000,electricity-generation
-3.73959,103.66719,2,3.038,5.038,28.9945,2238850.0000,490.0000,electricity-generation
-6.39220,105.82780,1,0.000,2.000,0.5027,2506600.0000,600.0000,electricity-generation
-6.05890,106.46430,1,0.000,2.000,0.5027,5012700.0000,1260.0000,electricity-generation
-5.91006,106.04853,6,10.762,12.762,363.8563,33051880.0000,9567.0000,electricity-generation
-4.29330,119.63130,1,0.000,2.000,0.5027,944400.0000,200.0000,electricity-generation
1.03668,104.01557,2,3.231,5.231,32.8017,570430.0000,321.0000,electricity-generation
-8.90120,116.73820,1,0.000,2.000,0.5027,592780.0000,134.0000,electricity-generation
-6.28423,107.11963,4,4.718,6.718,69.9451,4634701.5910,239036.4192,electricity-generation
3.76440,98.66931,6,10.772,12.772,364.5315,3014330.0000,1951.7800,electricity-generation
0.82387,108.85573,2,2.472,4.472,19.1984,1440290.0000,310.0000,electricity-generation
-3.79260,102.26260,1,0.000,2.000,0.5027,13652.0000,28.8400,electricity-generation
-3.91230,102.27040,1,0.000,2.000,0.5027,915950.0000,200.0000,electricity-generation
-3.55050,128.33570,1,0.000,2.000,0.5027,28403.0000,60.0000,electricity-generation
-3.89110,121.27960,1,0.000,2.000,0.5027,134160.0000,60.0000,electricity-generation
-2.92619,104.87157,2,0.359,2.359,0.5027,308260.0000,306.4000,electricity-generation
-3.73170,103.79849,2,1.032,3.032,3.3447,1415150.0000,340.4000,electricity-generation
